185	128	59	112	193
53	193	268	215	64
196	499	253	360	376
199	437	324	433	345
157	487	299	260	205
415	285	366	344	162
227	161	407	222	309
246	478	131	223	340
424	495	82	13	133
408	213	329	384	481
375	285	140	393	439
90	161	409	465	325
298	66	137	151	421
371	1	254	81	145
38	74	327	165	131
202	179	312	381	445
240	236	26	446	257
417	124	216	97	478
266	178	302	382	458
131	87	490	276	459
328	248	314	132	21
449	488	375	5	113
271	428	70	464	191
432	411	90	410	385
295	487	332	453	462
110	272	4	352	176
197	97	369	498	442
35	89	107	349	487
272	356	61	449	245
351	340	156	326	177
192	494	303	412	370
219	292	213	225	15
83	88	478	183	305
308	54	18	189	425
483	226	32	459	181
282	492	105	134	473
99	354	19	204	202
366	444	463	438	308
335	488	493	393	124
493	198	456	15	494
420	313	43	406	453
478	319	209	80	58
2	208	471	454	289
3	144	17	37	410
13	328	291	50	53
307	311	190	72	296
33	408	194	211	178
23	133	490	354	175
419	206	53	145	308
435	329	139	75	15
468	222	161	306	389
39	75	206	401	422
256	369	100	13	6
421	141	319	91	272
329	395	264	211	48
7	88	412	172	332
497	287	355	219	185
64	350	443	173	153
389	208	423	139	9
5	138	189	102	245
457	34	92	156	429
425	240	394	479	262
349	211	396	182	233
128	239	499	202	227
312	208	444	8	438
204	74	245	475	53
396	62	183	354	497
313	31	387	399	249
60	329	254	35	85
448	176	374	498	287
275	118	312	95	386
378	4	311	224	149
414	11	4	439	350
341	377	201	10	171
126	288	454	348	119
88	244	198	143	239
321	391	164	141	244
234	346	241	274	75
255	272	132	483	189
65	475	447	225	269
89	321	467	495	443
485	449	396	189	408
88	371	313	157	279
109	360	331	5	1
281	365	364	210	153
127	168	488	289	42
173	462	357	466	442
125	11	453	447	18
254	301	482	294	480
299	145	245	422	105
409	176	38	159	390
152	183	227	284	304
93	451	119	229	21
162	179	488	195	435
295	402	369	497	43
65	488	120	160	481
144	187	56	275	110
395	6	297	238	3
161	166	210	375	427
111	283	75	489	350
331	445	421	57	137
216	374	203	285	396
185	195	228	242	16
455	293	2	339	7
206	105	443	470	42
321	299	294	358	387
485	150	414	268	500
461	396	426	389	312
418	450	400	446	479
380	367	476	333	53
344	77	176	97	199
306	259	429	415	225
57	288	249	379	441
111	392	34	491	339
94	29	57	64	269
442	425	417	326	239
77	357	426	235	81
406	212	25	176	104
396	124	201	250	451
202	134	108	322	490
236	298	44	389	388
404	435	68	217	120
187	263	159	1	310
223	491	24	361	73
169	440	428	180	474
389	112	405	340	319
130	36	259	13	382
407	354	145	275	213
237	216	494	205	329
205	457	283	12	120
488	363	312	488	89
267	407	492	173	331
413	191	356	37	192
292	261	9	335	92
489	289	160	434	108
218	203	455	390	163
399	243	147	84	94
216	46	64	99	281
208	482	454	11	30
367	53	452	170	268
277	371	205	164	470
285	282	196	155	36
113	89	419	369	134
279	325	490	384	327
213	140	286	108	364
267	58	457	141	123
254	167	245	4	83
482	230	18	55	191
279	395	57	214	147
96	183	376	470	187
382	182	219	474	181
98	477	403	339	462
237	479	396	374	468
393	29	363	18	54
195	324	335	486	62
249	172	453	347	61
457	315	93	173	262
323	317	465	104	317
203	129	226	347	195
446	385	129	404	176
157	477	44	70	60
497	134	394	265	325
35	231	448	21	343
215	369	312	60	270
69	45	167	476	260
319	270	498	63	17
483	473	407	441	480
320	12	47	450	108
365	64	1	1	216
79	316	433	471	369
414	427	460	300	175
252	499	308	477	432
419	430	65	67	40
293	396	164	457	40
298	441	65	378	440
34	78	419	124	303
169	370	185	418	14
410	374	408	108	447
74	59	328	448	115
221	178	446	2	129
86	412	60	121	118
389	54	217	395	418
31	253	179	330	437
287	269	474	423	21
128	238	246	476	432
172	40	421	282	151
420	93	18	173	492
458	284	227	439	159
324	95	457	490	264
199	253	345	244	292
74	175	259	8	377
373	152	38	17	78
206	338	223	211	218
477	223	424	30	20
210	419	441	375	10
153	453	306	159	69
268	122	44	157	1
339	155	103	214	209
399	201	227	259	273
399	50	352	12	468
146	308	21	449	479
35	36	126	131	235
209	98	157	7	448
74	300	288	167	304
375	457	126	409	463
254	2	432	318	124
266	485	334	436	302
109	314	185	281	281
27	348	16	440	133
120	259	138	471	350
126	16	433	500	102
433	214	180	156	268
407	16	298	38	446
478	196	56	385	333
55	478	188	330	458
465	156	99	418	113
106	397	343	30	190
175	205	33	209	396
309	250	272	176	165
325	56	182	17	215
457	435	348	34	19
117	315	442	354	332
491	304	11	385	206
99	253	416	35	436
54	375	266	379	462
29	136	295	444	345
132	245	82	500	160
212	153	58	224	357
480	372	222	455	435
381	345	26	354	131
415	140	314	406	173
247	160	145	143	473
129	454	342	36	434
176	179	215	409	281
59	43	146	495	366
406	197	117	455	175
324	61	383	119	295
244	144	269	476	59
311	293	357	466	165
222	263	405	289	238
460	460	397	315	264
59	412	171	84	32
257	418	109	474	147
253	56	434	225	277
322	308	442	70	299
472	9	322	23	312
64	200	240	140	118
124	419	337	335	330
190	219	292	121	349
223	10	423	468	496
216	187	396	91	11
286	253	39	263	495
174	61	373	276	434
470	27	84	320	120
478	175	29	202	264
277	184	266	199	158
52	266	362	318	172
230	349	453	288	125
93	418	153	305	100
408	280	123	118	487
412	354	41	355	56
487	447	352	194	363
130	362	286	195	378
256	353	32	11	34
281	319	375	155	403
216	186	385	319	423
383	439	103	351	468
190	407	333	467	21
452	443	261	210	179
494	302	261	31	147
41	312	81	117	489
256	23	114	273	407
12	356	319	94	204
314	456	284	300	276
278	166	25	126	30
8	348	35	350	391
62	435	234	483	283
26	485	289	30	431
433	397	274	247	130
174	172	421	7	447
459	308	450	141	321
475	191	28	54	248
202	500	396	199	63
494	112	282	189	175
14	326	219	337	155
83	184	59	257	146
47	130	222	223	22
264	162	366	38	48
144	412	295	434	497
224	4	324	417	455
402	319	13	88	69
414	387	151	439	238
483	326	382	105	111
72	356	86	344	279
489	310	157	50	13
163	17	221	394	228
322	323	490	38	396
238	321	303	261	67
122	318	101	461	22
338	301	79	50	309
109	79	78	209	193
239	281	398	287	454
16	304	64	92	190
50	95	320	11	397
364	310	204	412	22
19	372	417	499	299
84	227	414	89	455
9	242	25	281	305
141	449	246	426	478
422	433	372	219	418
303	178	14	137	306
422	298	261	181	46
461	356	145	232	186
240	59	337	483	232
57	476	470	387	404
453	457	273	13	259
439	198	441	240	422
43	59	166	331	349
340	200	122	381	159
343	16	144	134	104
206	415	107	464	417
374	271	31	412	478
237	181	384	45	384
130	52	180	317	158
495	230	290	328	436
288	215	19	48	109
57	432	180	283	194
375	262	119	156	321
38	290	186	428	267
399	309	36	9	346
276	484	182	202	284
32	168	414	160	154
495	429	290	51	145
386	381	384	200	108
68	475	301	181	438
454	231	260	107	355
445	341	134	273	449
391	498	98	232	252
185	33	324	436	190
500	413	249	325	349
342	293	406	49	352
494	494	313	38	37
62	299	332	467	309
134	30	15	301	431
150	35	435	92	245
442	471	352	189	240
241	1	126	427	381
15	452	238	396	495
452	20	249	279	110
25	157	325	448	227
31	492	80	59	332
486	234	392	128	411
471	373	394	296	469
25	465	274	112	306
227	129	146	326	359
57	99	405	139	261
277	394	375	307	216
212	482	443	298	394
413	443	93	303	68
180	27	476	269	317
114	390	169	24	94
119	426	429	388	217
366	12	161	122	286
264	70	199	461	258
138	488	341	102	140
148	464	12	177	492
431	263	188	112	78
403	143	69	68	233
189	332	325	436	163
15	281	149	396	377
334	241	334	49	374
494	44	274	381	138
94	38	27	420	261
97	419	30	57	258
493	34	462	51	113
221	315	426	154	376
146	203	98	360	315
96	303	121	477	169
186	110	372	440	278
481	1	384	478	262
267	446	360	110	140
450	430	4	486	264
333	426	430	433	255
31	287	176	82	53
174	68	166	411	454
17	105	16	414	67
458	108	340	488	220
203	88	266	427	138
331	397	233	54	438
280	192	181	173	89
356	476	17	403	175
454	181	221	386	290
20	86	192	168	143
444	391	327	483	56
460	78	279	72	323
86	394	131	500	449
141	370	136	288	55
402	121	211	266	289
376	212	205	18	419
306	190	217	304	420
413	367	226	294	346
279	346	374	382	178
259	422	260	9	467
54	486	497	112	290
435	437	453	93	443
65	243	421	1	228
346	239	420	469	373
491	475	153	289	81
114	348	301	194	54
332	334	263	492	285
398	250	172	132	170
107	164	377	214	259
479	285	60	360	163
122	238	234	499	285
13	128	345	96	471
177	453	90	385	94
234	158	80	96	208
371	118	74	46	329
214	241	24	117	422
424	330	468	385	475
232	436	426	44	26
413	440	398	187	145
162	223	280	412	385
407	205	458	371	479
332	254	294	352	348
211	450	263	150	321
187	488	415	491	139
131	209	7	218	235
255	329	269	336	4
37	353	454	53	37
289	222	459	269	131
267	373	413	311	102
178	237	289	304	44
51	375	333	310	460
32	464	135	487	336
211	186	470	397	75
107	90	231	130	78
279	460	464	416	384
40	270	241	69	409
297	453	9	12	343
419	289	7	446	385
476	312	259	287	462
391	424	39	467	484
140	116	332	271	326
397	282	414	145	431
187	74	75	379	468
129	489	206	120	475
86	440	112	499	253
48	221	88	323	197
471	113	448	339	228
444	364	98	402	451
153	413	412	287	313
454	236	131	499	115
476	65	81	456	148
117	399	19	273	479
85	337	268	411	378
349	180	448	2	482
405	393	487	267	231
447	436	383	293	434
337	338	427	431	293
72	348	124	101	450
316	410	59	135	20
478	62	196	414	15
158	23	163	419	291
268	406	39	207	99
292	439	375	1	408
80	131	368	189	417
122	451	19	2	79
324	31	327	274	406
166	27	274	259	313
419	340	51	390	47
33	15	369	43	33
266	333	259	388	125
325	73	25	93	221
400	459	74	454	300
391	340	240	113	277
384	82	46	29	121
351	120	348	350	364
104	492	467	204	47
244	350	455	141	117
276	202	425	490	99
496	117	151	239	463
28	229	180	105	446
391	343	173	352	101
329	205	2	76	18
56	257	157	426	283
365	226	138	273	77
158	76	200	406	493
490	457	471	236	201
197	218	234	3	149
195	265	47	7	360
171	260	5	357	206
165	411	291	139	451
435	130	175	219	378
226	153	81	431	121
143	494	299	96	409
62	112	399	434	200
77	301	264	235	166
471	366	305	86	388
382	383	93	133	20
205	380	163	441	403
101	304	144	431	258
137	256	458	219	457
231	25	389	112	280
357	494	276	325	338
337	14	44	360	189
396	416	485	227	147
239	270	376	254	220
135	455	410	469	361
323	423	415	69	359
292	489	357	11	24
418	220	133	489	115
191	303	396	170	466
186	459	174	385	286
125	225	76	372	44
40	477	220	42	428
74	124	344	63	179
19	223	35	121	432
60	326	33	114	400
347	142	133	144	55
36	37	137	299	441
295	170	195	481	121
109	11	336	147	215
446	430	200	23	394
483	400	348	271	320
318	364	321	497	291
225	316	299	370	328
143	256	468	437	119
180	143	111	184	367
469	202	227	355	369
81	352	271	369	110
25	232	264	494	107
82	247	226	322	462
319	59	478	407	258
210	490	312	29	60
50	3	285	152	472
327	242	407	308	421
320	19	231	110	468
219	260	346	87	406
32	43	46	378	224
154	13	254	146	367
296	278	495	416	116
177	495	248	460	41
216	334	56	357	204
361	373	191	94	393
485	224	260	428	275
24	33	420	180	158
263	165	415	308	452
497	434	173	62	193
342	190	242	335	471
481	418	277	199	51
4	144	109	147	150
214	166	402	410	359
448	406	474	298	331
411	248	450	231	89
317	26	102	479	202
155	76	273	294	111
17	89	95	119	44
209	323	141	346	374
94	269	122	205	395
105	265	140	294	410
97	391	204	5	71
454	27	134	301	87
39	434	50	499	320
215	81	387	353	259
390	446	346	276	281
257	213	120	448	17
47	400	467	123	428
231	487	173	82	52
352	108	68	95	136
94	270	204	491	263
464	97	110	395	265
180	494	186	197	453
473	335	330	111	458
213	337	378	52	222
17	494	493	378	67
40	251	480	217	224
71	484	154	215	202
425	247	442	247	385
114	106	41	146	360
348	11	376	440	426
373	90	183	466	333
487	400	313	188	198
290	426	341	467	272
51	332	246	451	401
256	448	349	215	279
135	491	330	231	298
169	77	209	80	50
126	37	43	311	456
203	74	272	148	320
340	163	484	288	495
438	418	160	230	33
431	176	104	372	176
161	454	155	360	85
281	304	202	92	426
176	125	485	489	2
135	102	391	125	86
76	332	318	488	459
68	319	275	393	338
310	82	43	132	423
55	361	438	407	235
221	238	119	288	112
31	462	372	431	410
207	138	192	252	490
161	358	67	331	77
210	133	55	325	445
251	28	426	445	291
106	200	24	168	337
357	427	425	463	140
362	199	494	405	117
374	398	295	65	375
320	162	7	162	364
73	290	62	134	69
423	406	340	44	32
77	413	475	151	72
365	42	350	367	14
473	20	122	476	274
191	151	181	401	368
60	147	284	383	256
49	350	411	478	89
289	140	387	422	465
342	188	300	446	88
272	65	381	73	152
113	350	249	456	437
118	110	277	424	56
486	40	402	9	426
385	135	171	356	443
52	492	274	293	471
299	435	75	152	484
260	145	350	12	337
485	381	26	497	433
281	2	337	236	429
182	234	14	241	284
366	332	125	203	356
145	406	137	66	486
286	96	335	28	488
201	59	252	133	158
230	379	257	105	359
418	214	100	463	93
89	125	281	408	243
66	24	107	237	205
405	292	95	257	110
122	368	281	435	220
174	115	380	16	264
321	356	388	151	175
437	86	164	83	126
464	41	263	213	451
141	405	165	304	206
347	481	85	396	210
108	44	260	383	34
108	482	274	427	138
375	321	337	281	108
242	454	277	300	422
458	211	156	263	132
460	14	407	331	117
169	142	97	465	301
141	108	284	327	496
345	386	261	51	304
249	109	492	299	122
95	44	338	462	114
57	196	451	110	134
333	438	488	179	300
57	231	15	116	43
308	268	352	300	131
287	416	209	146	322
431	322	19	477	156
415	170	264	322	188
223	287	495	309	364
451	105	66	93	34
296	2	217	304	147
306	336	180	95	484
59	94	315	252	265
241	85	64	67	350
500	414	137	448	107
454	63	276	348	127
60	347	295	81	326
83	499	492	306	379
351	499	96	310	125
77	315	317	1	140
471	335	342	40	9
373	490	487	429	376
212	128	452	254	34
426	46	408	204	401
180	275	222	483	159
34	299	50	446	321
267	202	417	416	367
456	221	207	347	483
56	104	68	96	190
483	155	162	306	67
164	70	272	57	390
381	25	121	221	358
302	280	442	417	376
143	234	303	258	464
62	166	83	481	222
427	38	106	365	289
466	439	312	207	380
334	52	226	252	70
278	305	206	206	114
310	469	59	104	495
156	488	256	190	126
278	329	450	367	230
293	400	97	59	370
345	310	234	414	179
281	334	209	35	19
364	1	315	43	337
28	319	262	464	311
142	19	364	366	470
216	129	42	457	160
298	261	282	4	263
152	436	218	281	336
466	236	394	203	365
37	284	132	144	240
344	42	420	381	367
321	221	452	9	471
238	272	98	425	421
457	246	359	358	325
256	114	105	308	103
262	101	229	366	473
19	92	309	186	381
222	467	427	33	192
471	247	202	366	465
213	395	225	138	84
471	131	80	76	190
420	410	351	285	246
114	460	68	220	38
478	22	318	375	142
211	263	339	261	336
219	331	263	241	174
290	71	338	174	193
189	422	204	232	304
259	442	366	342	183
446	134	131	56	185
455	253	136	307	53
183	333	407	206	394
438	144	456	112	241
166	122	251	346	104
6	463	377	78	455
135	91	146	134	60
35	231	199	471	311
42	383	210	89	137
294	187	288	214	185
46	187	345	472	360
233	44	273	299	86
49	68	64	468	416
155	68	379	9	456
126	359	419	52	265
24	465	244	39	325
13	41	385	276	239
231	169	487	416	437
156	317	468	242	57
414	128	63	140	55
179	416	415	142	270
184	49	388	336	316
333	171	291	225	409
170	74	166	150	284
323	288	134	360	40
460	397	129	183	319
330	177	496	10	96
459	356	34	97	355
488	313	230	289	179
305	445	84	14	116
249	156	183	220	472
211	415	170	445	257
260	454	95	405	159
15	415	300	498	35
332	79	313	499	75
431	108	408	394	484
474	169	462	171	119
450	205	76	312	126
71	88	370	310	164
180	203	221	131	174
417	51	228	113	495
482	276	375	406	318
457	122	440	472	326
417	130	149	62	165
256	19	247	444	407
111	136	227	325	188
106	359	177	415	476
317	74	376	222	154
429	91	212	112	249
439	289	284	166	267
413	157	469	36	109
387	232	239	26	428
186	215	51	240	60
169	204	366	459	186
137	472	420	298	154
138	482	168	263	110
204	148	155	383	412
464	115	88	310	124
191	400	463	306	238
440	16	177	169	408
268	93	228	185	369
103	198	443	323	261
353	233	438	219	71
498	465	380	323	382
434	418	19	90	268
197	476	163	190	455
349	308	425	43	114
12	224	92	249	351
27	92	244	499	357
317	243	98	109	70
495	169	306	403	313
166	415	326	459	495
189	324	67	130	137
417	12	43	66	427
187	23	30	258	494
479	35	435	289	279
443	125	270	159	473
3	254	24	341	376
483	121	416	47	433
409	495	74	74	307
219	358	352	25	422
141	83	240	330	133
16	14	233	203	331
247	99	182	448	127
311	404	374	177	258
482	252	213	188	313
250	363	139	341	370
219	395	484	369	161
460	17	76	159	37
213	379	299	359	85
32	498	435	456	309
472	345	185	387	308
242	445	195	125	16
87	117	64	451	215
461	205	121	418	84
391	310	451	160	334
409	479	311	199	340
215	211	378	401	77
66	315	305	276	367
203	97	336	98	417
406	37	387	18	333
320	103	63	129	49
288	422	55	125	118
169	337	290	217	208
166	439	231	71	10
312	194	193	37	249
350	126	412	432	19
368	473	322	303	364
173	133	111	339	160
404	398	458	312	392
19	143	51	424	173
1	498	345	9	282
495	248	171	354	486
381	412	149	120	296
286	350	356	119	341
452	315	164	36	356
53	165	239	128	354
40	397	105	67	321
242	159	296	115	399
481	128	320	350	372
253	434	254	396	296
311	377	250	177	207
108	354	180	160	404
53	439	386	491	398
295	197	4	46	95
465	231	418	422	285
327	16	332	148	421
310	387	330	262	86
81	1	141	403	321
171	352	436	294	392
447	59	265	353	452
74	264	483	351	192
53	392	321	499	3
184	454	34	382	423
18	489	269	272	394
298	416	257	210	465
33	198	68	42	291
98	307	59	358	194
52	164	69	471	11
160	37	473	409	68
122	304	2	22	297
12	457	157	434	19
111	129	476	56	7
310	9	33	256	231
332	200	156	442	44
46	446	50	288	375
426	350	218	116	191
407	228	291	122	349
82	277	395	144	198
265	83	426	455	58
325	364	146	389	198
354	110	353	222	424
96	116	368	460	312
301	26	493	461	437
164	186	142	414	118
350	68	24	158	342
186	143	94	297	116
323	140	219	423	407
327	41	83	232	193
48	292	47	112	245
75	75	113	459	467
313	37	340	157	392
130	136	262	469	247
464	160	210	150	239
136	426	229	322	372
192	337	136	62	191
209	391	332	156	156
381	204	414	49	214
119	132	429	146	266
272	66	434	338	33
298	248	101	183	364
7	450	179	395	22
112	492	25	134	324
396	428	20	295	289
334	91	482	33	455
126	55	396	275	334
487	404	112	170	402
99	475	259	345	140
156	446	415	57	361
289	237	205	2	187
100	440	321	91	468
175	345	450	394	379
348	489	275	250	101
167	48	116	300	121
175	425	414	296	124
221	177	337	203	261
169	236	488	127	444
99	407	66	191	370
117	477	225	210	74
434	271	463	135	412
476	423	312	495	476
76	132	247	43	370
488	60	392	174	301
324	280	416	357	90
402	84	350	171	282
395	31	437	320	408
461	202	255	1	297
262	199	372	423	269
226	107	464	277	148
482	401	281	200	223
210	325	384	29	233
294	18	6	482	248
310	175	49	486	460
153	8	395	277	195
348	303	309	102	212
469	184	96	436	340
382	353	359	295	12
406	314	215	196	242
235	262	287	401	387
96	51	372	114	36
199	473	216	274	494
411	491	151	420	13
453	144	176	20	21
384	220	232	488	27
221	344	359	499	312
400	17	482	117	74
23	179	118	308	2
71	136	485	465	22
271	319	106	154	227
269	387	103	498	179
285	466	500	380	95
83	188	123	403	440
248	243	217	500	265
377	158	256	238	131
443	17	54	497	335
24	140	28	127	196
332	90	102	431	320
24	243	373	186	493
436	83	203	4	284
32	448	206	490	397
477	481	202	165	306
397	291	367	492	186
378	292	198	352	17
171	384	218	208	235
121	153	36	235	163
195	2	406	467	445
26	28	264	99	371
26	2	117	478	259
498	317	184	199	254
158	46	296	154	374
416	98	117	233	188
320	471	6	132	165
72	16	327	88	498
18	30	414	299	40
182	261	432	246	274
311	97	311	236	392
320	436	112	36	457
231	290	294	465	181
303	307	136	156	96
122	321	439	256	442
310	180	415	388	273
423	294	200	23	151
456	146	432	81	104
122	172	394	251	387
420	388	69	244	389
366	223	121	403	236
388	31	67	478	435
26	394	107	112	236
168	191	388	447	425
228	322	163	191	16
243	480	212	181	325
181	183	131	225	18
58	114	446	307	247
471	17	120	347	58
347	400	108	298	456
150	116	202	385	471
190	350	417	279	418
355	160	492	215	205
421	93	412	400	12
232	62	140	380	329
105	123	256	201	188
247	434	493	329	466
447	465	250	132	90
353	234	336	180	424
48	146	495	426	94
155	335	357	343	132
446	281	448	481	496
415	453	358	131	463
89	230	494	449	324
48	281	103	137	389
113	70	422	494	364
467	260	304	9	266
